model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 A Class,2019,31699,Semi-Auto,1000,Petrol,145,35.8,2.0,Mercedes,14149
 3 Series,2019,30990,Semi-Auto,3165,Diesel,145,52.3,2.0,BMW,34069
 CL Class,2017,20490,Semi-Auto,15500,Diesel,20,67.3,2.1,Mercedes,41794
 A Class,2018,24995,Semi-Auto,5250,Petrol,145,53.3,1.3,Mercedes,9803
 5 Series,2014,12891,Semi-Auto,72000,Diesel,125,57.6,2.0,BMW,19734
 Golf,2016,11990,Semi-Auto,47592,Petrol,30,53.3,1.4,VW,29296
 Polo,2017,12990,Automatic,13487,Petrol,20,60.1,1.2,VW,27294
 T-Roc,2019,30190,Automatic,3500,Petrol,145,32.5,2.0,VW,32174
 Q5,2019,30998,Semi-Auto,19,Petrol,145,33.2,2.0,Audi,27654
 A1,2020,20000,Manual,5000,Petrol,145,49.6,1.0,Audi,17505
 A Class,2014,11000,Automatic,51332,Diesel,20,68.9,2.1,Mercedes,28315
 CL Class,2015,15442,Semi-Auto,50240,Petrol,125,51.4,1.6,Mercedes,29650
 Golf,2019,16890,Automatic,12096,Petrol,145,45.6,1.0,VW,26682
 Q3,2017,20298,Semi-Auto,12122,Diesel,150,55.4,2.0,Audi,9897
 1 Series,2016,14015,Manual,34281,Diesel,20,70.6,1.5,BMW,16025
 Golf,2019,25500,Semi-Auto,5049,Petrol,150,37.7,2.0,VW,10324
 Up,2016,7495,Manual,37617,Petrol,20,61.4,1.0,VW,24372
 Golf,2019,19156,Manual,3487,Petrol,145,45.6,1.5,VW,13411
 3 Series,2013,9489,Manual,52757,Diesel,30,62.8,2.0,BMW,35317
 A6,2019,31970,Automatic,6615,Diesel,145,47.9,2.0,Audi,12465
 Polo,2016,9990,Manual,20665,Petrol,20,60.1,1.2,VW,39022
 4 Series,2015,14699,Manual,28334,Diesel,125,58.9,2.0,BMW,19144
 1 Series,2019,18498,Manual,10624,Diesel,145,65.7,2.0,BMW,5603
 Scirocco,2015,14450,Automatic,40022,Diesel,30,57.6,2.0,VW,21334
 Polo,2017,10790,Manual,11845,Petrol,20,60.1,1.2,VW,27937
 A3,2018,18990,Manual,13950,Petrol,145,54.3,1.5,Audi,35349
 C Class,2017,19490,Semi-Auto,31326,Diesel,125,60.1,2.1,Mercedes,35402
 E Class,2019,28249,Semi-Auto,14833,Diesel,145,58.9,2.0,Mercedes,26343
 3 Series,2017,13400,Manual,36504,Diesel,30,67.3,2.0,BMW,41311
 E Class,2017,19599,Automatic,37722,Diesel,145,65.7,2.0,Mercedes,11891
 5 Series,2019,30000,Automatic,6000,Petrol,145,46.3,2.0,BMW,17872
 B Class,2017,13500,Semi-Auto,15500,Diesel,20,70.6,1.5,Mercedes,4730
 C Class,2018,23498,Semi-Auto,17093,Diesel,145,67.3,2.1,Mercedes,32687
 A3,2019,24490,Semi-Auto,8877,Petrol,150,42.2,1.5,Audi,32157
 E Class,2017,21500,Semi-Auto,26508,Diesel,145,61.4,2.0,Mercedes,29920
 X3,2014,15112,Semi-Auto,69382,Diesel,145,54.3,2.0,BMW,13482
 A1,2016,8490,Manual,27000,Petrol,0,67.3,1.0,Audi,21558
 Q2,2020,24444,Manual,4432,Petrol,145,43.5,1.5,Audi,6155
 Up,2017,8701,Manual,13288,Petrol,145,64.2,1.0,VW,23433
 GLA Class,2019,23250,Semi-Auto,11005,Diesel,145,67.3,2.1,Mercedes,23451
 A Class,2016,15790,Manual,20565,Diesel,30,62.8,2.1,Mercedes,737
 X2,2019,29375,Automatic,123,Diesel,145,50.4,2.0,BMW,40023
 Tiguan,2018,26995,Semi-Auto,12500,Diesel,145,39.8,2.0,VW,37910
 A Class,2016,13695,Manual,41600,Diesel,0,80.7,1.5,Mercedes,19511
 A Class,2019,24399,Semi-Auto,5321,Petrol,145,53.3,1.3,Mercedes,38730
 Polo,2016,10600,Manual,17897,Petrol,20,60.1,1.2,VW,11261
 A4,2019,22990,Semi-Auto,4023,Diesel,145,50.4,2.0,Audi,31471
 Q5,2020,36995,Semi-Auto,50,Diesel,145,38.2,2.0,Audi,38257
 Golf,2019,27610,Automatic,13792,Petrol,145,32.8,2.0,VW,45734
 T-Roc,2019,20250,Manual,43,Diesel,145,50.4,1.6,VW,20517
 Golf,2015,10498,Manual,46223,Petrol,30,53.3,1.4,VW,33850
 GLA Class,2017,19890,Semi-Auto,27219,Diesel,145,56.5,2.1,Mercedes,33634
 X3,2016,20850,Automatic,44950,Diesel,200,47.1,3.0,BMW,620
 A Class,2020,22990,Manual,2125,Petrol,145,28.5,1.3,Mercedes,41428
 GLC Class,2016,29221,Semi-Auto,20296,Diesel,150,56.5,2.1,Mercedes,35045
 A5,2017,18998,Semi-Auto,28618,Diesel,30,67.3,2.0,Audi,41008
 A3,2019,31450,Semi-Auto,5450,Petrol,145,34.9,2.0,Audi,39488
 2 Series,2018,23999,Semi-Auto,14258,Petrol,150,32.5,3.0,BMW,31732
 C Class,2017,19980,Semi-Auto,22422,Diesel,145,61.4,2.1,Mercedes,36422
 Polo,2017,8895,Manual,21103,Petrol,145,60.1,1.0,VW,20732
 Q2,2019,26998,Semi-Auto,19,Diesel,150,46.3,2.0,Audi,45460
 5 Series,2020,26750,Automatic,101,Diesel,145,52.3,2.0,BMW,27141
 1 Series,2018,17995,Semi-Auto,14200,Petrol,145,36.7,1.5,BMW,18094
 GLE Class,2020,48980,Semi-Auto,3999,Diesel,145,36.7,2.0,Mercedes,27773
 Golf,2019,17495,Manual,9947,Petrol,145,47.1,1.5,VW,27559
 Golf,2017,12389,Automatic,15881,Diesel,145,58.9,1.6,VW,22861
 X1,2019,25999,Semi-Auto,2974,Diesel,145,60.1,2.0,BMW,36688
 C Class,2014,15971,Semi-Auto,14354,Petrol,125,52.3,2.0,Mercedes,5437
 A3,2016,10600,Manual,37840,Diesel,20,70.6,1.6,Audi,19336
 Q7,2020,86990,Semi-Auto,6000,Diesel,145,29.4,4.0,Audi,20851
 Golf,2016,20500,Manual,19000,Petrol,200,39.8,2.0,VW,21694
 3 Series,2019,29975,Manual,1254,Diesel,145,54.3,2.0,BMW,26846
 C Class,2019,31599,Semi-Auto,3092,Petrol,145,44.1,1.5,Mercedes,1292
 C Class,2019,27086,Semi-Auto,5578,Diesel,145,54.3,1.6,Mercedes,24322
 Q5,2014,24250,Semi-Auto,22789,Petrol,265,35.8,2.0,Audi,19636
 A1,2016,12790,Manual,15352,Diesel,0,76.3,1.6,Audi,2490
 Up,2020,11528,Manual,5000,Petrol,145,54.3,1.0,VW,12375
 3 Series,2013,11495,Automatic,62000,Diesel,30,62.8,2.0,BMW,46480
 Polo,2016,9452,Manual,35525,Petrol,20,60.1,1.2,VW,23481
 Touareg,2017,24990,Semi-Auto,24987,Diesel,235,42.8,3.0,VW,41600
 Polo,2019,12750,Manual,16607,Petrol,145,52.3,1.0,VW,32032
 TT,2016,17961,Manual,38505,Petrol,165,46.3,2.0,Audi,40693
 3 Series,2017,11300,Automatic,83055,Petrol,125,51.4,1.5,BMW,42307
 CL Class,2015,16975,Semi-Auto,38000,Diesel,20,67.3,2.1,Mercedes,37190
 Q3,2020,30210,Semi-Auto,1401,Diesel,145,48.7,2.0,Audi,29485
 A Class,2019,21099,Semi-Auto,5475,Petrol,145,53.3,1.3,Mercedes,14717
 Q2,2016,16000,Manual,42500,Diesel,30,64.2,1.6,Audi,23218
 B Class,2019,21990,Manual,50,Petrol,145,44.8,1.3,Mercedes,39537
 5 Series,2015,10900,Automatic,79563,Diesel,125,60.1,2.0,BMW,40726
 Polo,2019,15541,Semi-Auto,471,Petrol,150,45.6,1.0,VW,3902
 Polo,2016,10200,Manual,20017,Petrol,20,60.1,1.2,VW,7889
 1 Series,2015,10000,Manual,35259,Diesel,0,83.1,1.5,BMW,44942
 GLA Class,2019,24299,Semi-Auto,11861,Petrol,145,50.4,1.6,Mercedes,40765
 3 Series,2019,28348,Automatic,4884,Petrol,145,41.5,2.0,BMW,43927
 3 Series,2016,10591,Manual,62674,Diesel,20,72.4,2.0,BMW,45381
 A1,2017,13990,Manual,15038,Petrol,145,55.4,1.4,Audi,45926
 Tiguan,2017,19495,Manual,21769,Diesel,125,58.9,2.0,VW,8407
 A4,2016,15450,Semi-Auto,43420,Petrol,30,55.4,2.0,Audi,37937
 TT,2019,27990,Automatic,5000,Petrol,145,35.3,2.0,Audi,26852
 A6,2016,17975,Semi-Auto,50000,Diesel,30,61.4,2.0,Audi,38150
 Golf,2019,22990,Semi-Auto,6000,Petrol,145,43.5,1.5,VW,2659
 Sharan,2019,22499,Manual,9232,Diesel,145,43.5,2.0,VW,36232
 2 Series,2019,21775,Semi-Auto,8878,Petrol,145,47.9,2.0,BMW,28376
 5 Series,2019,34498,Automatic,6775,Diesel,145,51.4,3.0,BMW,44210
 A3,2016,13500,Manual,68310,Diesel,20,65.7,2.0,Audi,10045
 A3,2019,21000,Manual,5000,Diesel,145,51.4,1.6,Audi,9598
 Golf,2019,25749,Semi-Auto,3678,Diesel,145,52.3,2.0,VW,19716
 Golf,2017,17495,Manual,32963,Diesel,145,60.1,2.0,VW,25628
 Golf,2017,18990,Automatic,13483,Diesel,30,62.8,2.0,VW,1163
 Q3,2016,13999,Manual,55689,Diesel,30,60.1,2.0,Audi,34093
 Tiguan,2015,9000,Manual,90720,Diesel,125,56.5,2.0,VW,13330
 A3,2017,15450,Manual,10000,Diesel,20,72.4,1.6,Audi,17282
 2 Series,2017,17000,Automatic,36824,Diesel,150,60.1,2.0,BMW,38803
 Golf,2019,30832,Semi-Auto,6121,Petrol,145,32.8,2.0,VW,24971
 GLA Class,2016,16375,Automatic,47972,Diesel,125,56.5,2.1,Mercedes,27672
 C Class,2019,28480,Automatic,3600,Diesel,145,60.1,2.0,Mercedes,2362
 Golf,2019,19980,Manual,6385,Petrol,150,45.6,1.5,VW,36820
 CL Class,2019,26049,Semi-Auto,14067,Diesel,145,51.4,2.2,Mercedes,20768
 Golf,2014,8990,Manual,32260,Petrol,160,44.1,1.4,VW,15493
 A4,2013,12880,Automatic,43000,Diesel,150,49.6,3.0,Audi,17780
 4 Series,2018,18500,Automatic,21387,Petrol,150,48.7,2.0,BMW,1172
 Q3,2019,27000,Manual,5999,Petrol,145,40.9,1.5,Audi,13749
 Q3,2019,29750,Semi-Auto,1869,Petrol,150,38.2,1.5,Audi,31835
 GLA Class,2018,20822,Automatic,10002,Petrol,145,44.8,1.6,Mercedes,44616
 T-Roc,2019,22791,Automatic,4296,Diesel,145,50.4,2.0,VW,30942
 A3,2015,8395,Automatic,74369,Diesel,30,62.8,2.0,Audi,29374
 C Class,2019,27698,Semi-Auto,14999,Diesel,145,55.4,2.0,Mercedes,10375
 GLA Class,2015,14992,Semi-Auto,40251,Diesel,20,62.8,2.1,Mercedes,26778
 C Class,2019,27480,Automatic,10100,Diesel,145,64.2,2.0,Mercedes,15137
 1 Series,2017,20999,Automatic,15887,Petrol,145,39.8,3.0,BMW,40900
 CL Class,2019,20599,Manual,4526,Petrol,145,51.4,1.6,Mercedes,5304
 CLS Class,2016,22998,Semi-Auto,25536,Diesel,160,51.4,3.0,Mercedes,3507
 C Class,2016,31649,Semi-Auto,29810,Petrol,300,34.5,4.0,Mercedes,29356
 GLA Class,2018,20550,Semi-Auto,36615,Diesel,145,56.5,2.1,Mercedes,33840
 Golf,2018,13746,Manual,13965,Petrol,145,49.6,1.0,VW,7529
 Q3,2017,23995,Automatic,10000,Petrol,145,42.2,2.0,Audi,25107
 Golf,2019,19999,Semi-Auto,5315,Petrol,145,43.5,1.5,VW,13121
 X5,2019,50882,Automatic,1764,Diesel,145,37.7,3.0,BMW,40868
 Golf,2017,19990,Manual,26000,Petrol,145,35.8,2.0,VW,16822
 A Class,2018,18999,Automatic,6941,Petrol,145,28.5,1.3,Mercedes,14074
 Up,2020,10191,Manual,3500,Petrol,145,54.3,1.0,VW,8670
 2 Series,2018,18991,Semi-Auto,1100,Diesel,145,67.3,2.0,BMW,19034
 Polo,2019,20995,Automatic,2078,Petrol,145,39.8,2.0,VW,24940
 GLA Class,2015,14295,Manual,59280,Diesel,20,62.8,2.1,Mercedes,36509
 Golf,2007,3480,Automatic,42000,Diesel,235,44.8,2.0,VW,10211
 A3,2017,18995,Manual,16668,Diesel,145,70.6,1.6,Audi,16666
 Golf,2016,18498,Semi-Auto,10133,Diesel,30,62.8,2.0,VW,16396
 1 Series,2017,14998,Semi-Auto,48972,Diesel,150,65.7,2.0,BMW,31084
 Up,2019,9493,Manual,4525,Petrol,145,54.3,1.0,VW,6781
 Q7,2019,44990,Semi-Auto,6137,Diesel,145,32.8,3.0,Audi,35890
 1 Series,2017,15950,Manual,13261,Diesel,150,70.6,1.5,BMW,18335
 A Class,2018,17132,Semi-Auto,29686,Petrol,145,53.3,1.6,Mercedes,34520
 Polo,2018,12650,Manual,11787,Diesel,145,55.4,1.6,VW,9992
 E Class,2019,39995,Semi-Auto,10374,Diesel,145,38.2,3.0,Mercedes,6975
 Golf,2014,9020,Manual,52294,Petrol,30,53.3,1.4,VW,29428
 Q5,2019,43990,Semi-Auto,5593,Diesel,145,36.2,2.0,Audi,37147
 A4,2020,47950,Automatic,3558,Diesel,145,39.2,3.0,Audi,26576
 Q5,2019,46999,Semi-Auto,5000,Diesel,145,36.2,2.0,Audi,19915
 3 Series,2015,11999,Manual,40461,Diesel,20,72.4,2.0,BMW,9551
 Polo,2017,12495,Manual,13607,Petrol,150,60.1,1.2,VW,20298
 Up,2017,8000,Manual,15809,Petrol,20,64.2,1.0,VW,43739
 GLC Class,2019,37970,Automatic,169,Diesel,145,40.9,2.0,Mercedes,1139
 C Class,2016,17500,Automatic,35444,Diesel,125,60.1,2.1,Mercedes,42750
 A4,2014,9198,Manual,60667,Diesel,30,65.7,2.0,Audi,32273
 A Class,2019,26991,Manual,1998,Petrol,150,47.1,1.3,Mercedes,34583
 A Class,2014,11250,Semi-Auto,58500,Diesel,30,65.7,1.5,Mercedes,37605
 5 Series,2019,24397,Semi-Auto,10423,Diesel,145,65.7,2.0,BMW,34793
 A4,2019,34950,Manual,5800,Petrol,145,39.2,2.0,Audi,7150
 CL Class,2014,13620,Semi-Auto,78791,Diesel,30,62.8,2.1,Mercedes,16215
 1 Series,2018,17995,Manual,13132,Petrol,150,52.3,1.5,BMW,39780
 Golf,2016,18999,Manual,9884,Petrol,145,47.1,2.0,VW,45359
 T-Roc,2019,19990,Manual,1382,Diesel,145,50.4,1.6,VW,23753
 Golf,2017,17498,Semi-Auto,35501,Diesel,30,62.8,2.0,VW,30715
 B Class,2015,12998,Semi-Auto,26125,Diesel,20,67.3,1.5,Mercedes,24641
 A3,2019,30470,Semi-Auto,7987,Petrol,150,34.9,2.0,Audi,45175
 A5,2014,14989,Automatic,57099,Diesel,125,58.9,2.0,Audi,9026
 Polo,2019,14200,Manual,8921,Petrol,145,47.9,1.0,VW,3708
 2 Series,2020,28490,Semi-Auto,5,Petrol,145,50.4,2.0,BMW,39886
 1 Series,2017,18480,Semi-Auto,14193,Petrol,145,54.3,1.5,BMW,13624
 C Class,2019,29699,Semi-Auto,4279,Diesel,145,56.5,2.0,Mercedes,13412
 A4,2014,11499,Manual,42892,Diesel,30,65.7,2.0,Audi,33242
 A4,2016,14099,Manual,65106,Diesel,20,70.6,2.0,Audi,37153
 Golf,2019,21000,Automatic,2084,Petrol,145,44.8,1.5,VW,23723
 CL Class,2015,17491,Semi-Auto,54943,Diesel,20,62.8,2.1,Mercedes,3774
 A Class,2017,14999,Automatic,35510,Petrol,125,52.3,1.6,Mercedes,10262
 Polo,2019,15789,Manual,5000,Petrol,145,52.3,1.0,VW,19332
 A1,2017,13990,Manual,21676,Petrol,145,55.4,1.4,Audi,22628
 Up,2017,8500,Manual,6500,Petrol,150,64.2,1.0,VW,14874
 Q5,2019,34990,Semi-Auto,60,Diesel,145,38.2,2.0,Audi,21439
 Polo,2016,8000,Manual,36146,Petrol,20,60.1,1.0,VW,3496
 3 Series,2016,17950,Automatic,40337,Diesel,145,53.3,3.0,BMW,13946
 A Class,2019,21999,Manual,1448,Petrol,145,47.1,1.3,Mercedes,34101
 Up,2015,6698,Manual,28958,Petrol,20,61.4,1.0,VW,42824
 CL Class,2016,14500,Semi-Auto,87571,Diesel,20,67.3,2.1,Mercedes,36547
 A Class,2017,16199,Automatic,35969,Diesel,145,74.3,1.5,Mercedes,15274
 Golf,2019,28985,Semi-Auto,8597,Petrol,145,36.2,2.0,VW,26502
 3 Series,2019,25950,Semi-Auto,3655,Diesel,150,52.3,2.0,BMW,20275
 T-Roc,2019,30990,Automatic,8106,Petrol,145,32.5,2.0,VW,34094
 Q5,2019,35500,Semi-Auto,6273,Diesel,145,38.2,2.0,Audi,11610
 Q2,2019,26132,Semi-Auto,5713,Diesel,145,44.8,1.6,Audi,10106
 1 Series,2020,26991,Semi-Auto,5,Petrol,145,40.4,1.5,BMW,7046
 Golf,2019,23999,Semi-Auto,9302,Diesel,145,49.6,2.0,VW,21450
 4 Series,2016,18498,Semi-Auto,36435,Diesel,165,52.3,3.0,BMW,29412
 A3,2017,27999,Semi-Auto,25000,Petrol,150,41.5,2.0,Audi,5337
 Touran,2019,20489,Manual,4444,Petrol,145,40.9,1.0,VW,13713
 A Class,2018,18990,Automatic,14645,Diesel,145,68.9,2.1,Mercedes,42390
 GLA Class,2017,19499,Semi-Auto,19204,Diesel,145,64.2,2.1,Mercedes,18100
 GLC Class,2017,26995,Semi-Auto,24205,Diesel,145,56.5,2.1,Mercedes,26724
 Tiguan,2019,29970,Automatic,5384,Petrol,145,30.4,2.0,VW,6986
 2 Series,2019,21450,Automatic,8085,Hybrid,135,148.7,1.5,BMW,17858
 Golf,2019,17295,Semi-Auto,2368,Diesel,145,54.3,1.6,VW,1812
 Q3,2020,32788,Manual,1500,Petrol,145,40.4,1.5,Audi,19831
 X5,2016,28995,Automatic,46085,Diesel,200,47.1,3.0,BMW,43494
 A Class,2019,23499,Manual,296,Petrol,145,47.1,1.3,Mercedes,26656
 A Class,2019,24995,Semi-Auto,4500,Diesel,145,67.3,1.5,Mercedes,17681
 B Class,2012,7499,Automatic,57386,Diesel,125,64.2,1.8,Mercedes,28243
 A4,2019,41888,Semi-Auto,6536,Diesel,145,39.8,3.0,Audi,6162
 A4,2017,18990,Automatic,22467,Petrol,145,50.4,2.0,Audi,46620
 Arteon,2020,29750,Automatic,3500,Diesel,145,44.1,2.0,VW,18087
 Golf,2019,17298,Manual,6344,Petrol,145,47.1,1.5,VW,25792
 Golf,2019,24866,Manual,5737,Petrol,145,37.2,2.0,VW,18347
 A3,2014,10895,Semi-Auto,33000,Diesel,20,72.4,1.6,Audi,40000
 Arteon,2019,24995,Semi-Auto,4697,Diesel,145,50.4,2.0,VW,22003
 1 Series,2016,12500,Automatic,32734,Diesel,20,70.6,2.0,BMW,1310
 T-Roc,2020,26688,Semi-Auto,2364,Diesel,145,49.6,2.0,VW,25567
 Q2,2018,20490,Semi-Auto,11489,Petrol,145,52.3,1.4,Audi,41321
 Tiguan,2019,27990,Semi-Auto,4473,Diesel,145,39.8,2.0,VW,3427
 A Class,2019,23632,Automatic,9599,Petrol,145,53.3,1.3,Mercedes,33491
 Up,2019,10800,Manual,2500,Petrol,145,54.3,1.0,VW,45117
 C Class,2016,17300,Automatic,42310,Diesel,30,64.2,2.1,Mercedes,26854
 Q2,2019,20251,Manual,985,Diesel,145,49.6,1.6,Audi,26651
 Golf,2017,23490,Semi-Auto,36930,Petrol,145,39.8,2.0,VW,12238
 X1,2018,22470,Automatic,9365,Petrol,145,44.8,2.0,BMW,12176
 C Class,2019,39790,Automatic,3700,Diesel,145,61.4,2.0,Mercedes,32013
 C Class,2019,32940,Automatic,4999,Petrol,145,44.1,1.5,Mercedes,39073
 C Class,2019,30480,Semi-Auto,249,Diesel,145,64.2,2.0,Mercedes,21205
 Golf,2015,10471,Manual,44909,Diesel,20,68.9,2.0,VW,32069
 Tiguan,2019,28000,Automatic,3659,Diesel,145,39.8,2.0,VW,3216
 2 Series,2019,17980,Manual,1501,Diesel,145,55.4,2.0,BMW,7210
 A3,2019,22950,Manual,1484,Diesel,145,51.4,1.6,Audi,22961
 Polo,2017,12990,Semi-Auto,15930,Petrol,20,60.1,1.2,VW,40276
 C Class,2018,15999,Automatic,26930,Petrol,145,50.4,2.0,Mercedes,13157
 A Class,2015,15481,Semi-Auto,33000,Diesel,20,64.2,2.1,Mercedes,3739
 Golf,2020,21899,Manual,5000,Petrol,145,47.1,1.5,VW,31137
 1 Series,2019,17847,Manual,3731,Petrol,145,53.3,1.5,BMW,9146
 Golf,2010,4499,Manual,88493,Diesel,125,58.9,1.6,VW,5838
 A3,2019,19990,Manual,6989,Petrol,145,44.8,1.5,Audi,36966
 2 Series,2017,20990,Semi-Auto,10,Petrol,145,52.3,1.5,BMW,17284
 Passat,2015,7492,Manual,140000,Diesel,20,68.9,2.0,VW,37896
 E Class,2019,34990,Semi-Auto,20,Diesel,145,45.6,2.0,Mercedes,11079
 A Class,2016,16500,Manual,32315,Diesel,30,62.8,2.1,Mercedes,43732
 Golf,2018,19490,Manual,30238,Petrol,150,44.1,2.0,VW,17701
 A Class,2017,15599,Manual,13027,Petrol,145,51.4,1.6,Mercedes,8230
 T-Cross,2019,20744,Automatic,3966,Diesel,145,51.4,1.6,VW,25625
 GLA Class,2015,16500,Automatic,29011,Diesel,125,56.5,2.1,Mercedes,8168
 C Class,2019,44000,Semi-Auto,3999,Petrol,145,29.7,3.0,Mercedes,27105
 GLE Class,2019,51990,Semi-Auto,2800,Diesel,145,32.8,3.0,Mercedes,22468
 Golf,2017,9900,Manual,45194,Petrol,0,65.7,1.0,VW,8592
 A4,2019,24895,Semi-Auto,3679,Petrol,145,38.7,2.0,Audi,40285
 Golf,2015,11698,Manual,9996,Petrol,30,53.3,1.4,VW,15412
 A3,2014,10950,Manual,50652,Diesel,0,74.3,1.6,Audi,44705
 Golf,2016,10999,Manual,33617,Diesel,0,74.3,1.6,VW,26450
 5 Series,2014,14490,Automatic,62000,Diesel,160,51.4,3.0,BMW,40401
 E Class,2018,20000,Automatic,21513,Diesel,145,61.4,2.0,Mercedes,22785
 A4,2016,15499,Manual,27961,Diesel,30,67.3,2.0,Audi,5070
 B Class,2014,9998,Semi-Auto,16378,Diesel,20,68.9,1.5,Mercedes,33104
 A1,2019,22450,Semi-Auto,6063,Petrol,150,47.1,1.0,Audi,36848
 T-Cross,2019,17990,Manual,5225,Petrol,145,48.7,1.0,VW,5746
 2 Series,2019,19498,Semi-Auto,5045,Diesel,145,51.4,2.0,BMW,2534
 Q5,2019,38495,Semi-Auto,5123,Diesel,145,38.2,2.0,Audi,13991
 Passat,2016,13495,Automatic,36797,Diesel,30,60.1,2.0,VW,23701
 1 Series,2016,12995,Semi-Auto,33291,Diesel,20,67.3,2.0,BMW,17979
 Golf,2015,17995,Semi-Auto,39028,Petrol,200,40.4,2.0,VW,4003
 Golf,2017,19442,Semi-Auto,24876,Diesel,30,62.8,2.0,VW,43648
 X2,2019,25907,Manual,151,Diesel,150,53.3,2.0,BMW,17266
 Golf,2016,14999,Manual,34000,Diesel,20,67.3,2.0,VW,10274
 E Class,2020,44980,Semi-Auto,9,Diesel,145,42.8,3.0,Mercedes,21577
 X1,2019,25843,Semi-Auto,7117,Diesel,145,60.1,2.0,BMW,14103
 5 Series,2019,30980,Semi-Auto,2420,Hybrid,135,156.9,2.0,BMW,4121
 3 Series,2016,12761,Manual,34239,Diesel,20,72.4,2.0,BMW,13064
 E Class,2015,16500,Automatic,38411,Diesel,125,56.5,2.1,Mercedes,27128
 C Class,2020,39099,Semi-Auto,1000,Petrol,145,44.1,2.0,Mercedes,13452
 Polo,2017,13495,Manual,25757,Petrol,150,47.0,1.8,VW,3032
 T-Roc,2020,20989,Manual,3800,Diesel,150,50.4,1.6,VW,5379
 Tiguan,2018,23990,Semi-Auto,19273,Petrol,145,38.2,2.0,VW,30877
 A4,2016,15000,Manual,40187,Diesel,0,74.3,2.0,Audi,383
 Golf,2018,15995,Manual,21485,Petrol,150,55.4,1.5,VW,3022
 Q5,2019,37995,Semi-Auto,2712,Diesel,145,38.2,2.0,Audi,11571
 3 Series,2019,41490,Automatic,4830,Diesel,145,43.5,3.0,BMW,36959
 E Class,2015,20769,Automatic,21874,Diesel,165,51.4,3.0,Mercedes,13651
 E Class,2020,36980,Semi-Auto,16,Diesel,145,70.6,2.0,Mercedes,33953
 A1,2016,12995,Manual,11892,Petrol,0,67.3,1.0,Audi,29331
 A Class,2017,17400,Manual,18200,Petrol,145,49.6,1.6,Mercedes,39006
 X3,2019,36995,Automatic,3500,Diesel,145,54.3,2.0,BMW,19440
 Arteon,2019,29999,Automatic,2000,Petrol,145,32.8,2.0,VW,42688
 GLE Class,2020,50495,Semi-Auto,2200,Diesel,145,36.7,2.0,Mercedes,32497
 Q3,2019,28000,Automatic,4398,Diesel,150,40.9,2.0,Audi,8013
 3 Series,2012,8545,Manual,78112,Diesel,30,61.4,2.0,BMW,20467
 C Class,2017,21650,Automatic,33943,Petrol,145,47.1,2.0,Mercedes,15148
 1 Series,2016,10599,Manual,39779,Diesel,0,83.1,1.5,BMW,496
 E Class,2017,18250,Automatic,35090,Diesel,150,72.4,2.0,Mercedes,43170
 4 Series,2019,29000,Semi-Auto,2741,Diesel,145,60.1,2.0,BMW,9043
 Q3,2019,31000,Manual,4500,Diesel,145,40.9,2.0,Audi,20217
 3 Series,2016,18998,Semi-Auto,28762,Diesel,160,51.4,3.0,BMW,35121
 E Class,2019,37980,Semi-Auto,1040,Diesel,145,48.7,3.0,Mercedes,16078
 X1,2016,21892,Semi-Auto,18307,Petrol,165,44.8,2.0,BMW,37362
 E Class,2019,24490,Semi-Auto,8499,Diesel,150,67.3,2.0,Mercedes,44510
 C Class,2016,18124,Semi-Auto,35999,Petrol,125,50.4,2.0,Mercedes,21713
 Golf,2019,16250,Manual,9000,Petrol,145,49.6,1.0,VW,23554
 A4,2019,24680,Automatic,14346,Petrol,145,38.2,2.0,Audi,195
 5 Series,2013,10995,Automatic,45464,Diesel,125,60.1,2.0,BMW,41580
 Q3,2020,29930,Automatic,4563,Diesel,145,48.7,2.0,Audi,10125
 Golf,2016,16998,Semi-Auto,23648,Diesel,30,62.8,2.0,VW,18463
 A6,2016,16700,Manual,28952,Diesel,30,64.2,2.0,Audi,46301
 E Class,2015,15691,Automatic,29701,Diesel,125,57.7,2.1,Mercedes,31025
 3 Series,2020,35999,Semi-Auto,5000,Diesel,145,47.9,3.0,BMW,16689
 Polo,2016,12995,Automatic,28684,Petrol,20,61.4,1.4,VW,45362
 2 Series,2019,20950,Manual,4434,Diesel,145,64.2,2.0,BMW,39782
 A Class,2016,15999,Manual,24017,Petrol,145,49.6,1.6,Mercedes,42751
 A5,2019,27991,Automatic,10,Petrol,145,39.8,2.0,Audi,38882
 A6,2017,17990,Manual,30000,Diesel,145,61.4,2.0,Audi,46423
 A6,2017,22800,Automatic,17845,Diesel,145,58.9,2.0,Audi,13036
 Golf,2011,6199,Manual,58032,Diesel,30,62.8,1.6,VW,6397
 Polo,2014,7441,Manual,23200,Petrol,20,58.9,1.0,VW,16437
 Golf,2016,11995,Manual,37507,Diesel,20,68.9,2.0,VW,14409
 3 Series,2012,8990,Manual,65000,Diesel,125,60.1,2.0,BMW,38463
 A Class,2014,13470,Automatic,31537,Diesel,30,64.2,1.8,Mercedes,7412
 CLS Class,2011,13299,Automatic,28738,Diesel,200,46.3,3.0,Mercedes,5353
 Golf,2014,10599,Manual,42448,Diesel,20,68.9,2.0,VW,17844
 GLC Class,2018,24970,Automatic,19360,Diesel,145,56.5,2.1,Mercedes,43750
